country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic,id_calendar,id
Congo (Brazzaville),3,0,0,0,1,170,33
Congo (Kinshasa),23,1,5,1,1,170,169
Costa Rica,117,2,28,1,1,170,64
Cote d'Ivoire,14,0,5,0,1,170,167
Croatia,206,1,78,0,1,170,78
Cuba,21,1,5,0,1,170,91
Cyprus,84,0,17,0,1,170,103
Czechia,995,0,162,0,1,170,142
Denmark,1418,13,83,4,1,170,178
Djibouti,1,0,0,0,1,170,89
Dominican Republic,112,2,40,0,1,170,179
Ecuador,506,7,139,2,1,170,122
Egypt,294,10,9,2,1,170,143
El Salvador,3,0,2,0,1,170,112
Equatorial Guinea,6,0,0,0,1,170,62
Eritrea,1,0,1,0,1,170,54
Estonia,306,0,23,0,1,170,101
Eswatini,1,0,0,0,1,170,133
Ethiopia,9,0,0,0,1,170,137
Fiji,1,0,0,0,1,170,55
Finland,523,1,73,1,1,170,42
France,14463,563,1705,112,1,170,157
Gabon,4,1,1,0,1,170,108
Gambia,1,0,0,0,1,170,152
Georgia,49,0,6,0,1,170,47
Germany,22213,84,2365,17,1,170,52
Ghana,19,1,3,1,1,170,29
Greece,530,13,35,7,1,170,12
Greenland,2,0,0,0,1,170,184
Guatemala,17,1,5,0,1,170,20
Guinea,2,0,1,0,1,170,56
Guyana,7,1,0,0,1,170,19
Haiti,2,0,0,0,1,170,138
Holy See,1,0,0,0,1,170,32
Honduras,24,0,0,0,1,170,136
Hungary,103,4,18,1,1,170,125
Iceland,473,1,64,1,1,170,106
India,330,4,86,-1,1,170,35
Indonesia,450,38,81,6,1,170,186
Iran,20610,1556,966,123,1,170,15
Iraq,214,17,6,0,1,170,21
Ireland,785,3,102,0,1,170,154
Israel,712,1,183,1,1,170,97
Italy,53578,4825,6557,793,1,170,135
Jamaica,16,1,0,0,1,170,49
Japan,1059,36,37,2,1,170,127
Jordan,85,0,0,0,1,170,75
Kazakhstan,53,0,4,-3,1,170,7
Kenya,7,0,0,0,1,170,84
Kuwait,176,0,17,0,1,170,73
Kyrgyzstan,14,0,8,0,1,170,161
Latvia,124,0,13,0,1,170,13
Lebanon,187,4,24,0,1,170,87
Liberia,3,0,1,0,1,170,93
Liechtenstein,37,0,9,0,1,170,71
Lithuania,83,1,34,1,1,170,158
Luxembourg,670,8,186,4,1,170,114
Madagascar,3,0,0,0,1,170,60
Malaysia,1183,4,153,1,1,170,104
Maldives,13,0,0,0,1,170,37
Malta,73,0,9,0,1,170,147
Mauritania,2,0,0,0,1,170,95
Mauritius,14,1,2,1,1,170,130
Mexico,251,2,48,0,1,170,180
Moldova,80,1,14,0,1,170,128
Monaco,11,0,0,0,1,170,113
Mongolia,10,0,4,0,1,170,14
Montenegro,14,0,0,0,1,170,185
Morocco,96,3,19,0,1,170,16
Namibia,3,0,0,0,1,170,41
Nepal,1,0,0,0,1,170,24
Netherlands,3640,137,637,30,1,170,149
New Zealand,52,0,13,0,1,170,132
Nicaragua,2,0,1,0,1,170,174
Niger,1,0,0,0,1,170,165
Nigeria,22,0,10,0,1,170,74
North Macedonia,85,0,18,0,1,170,44
Norway,2118,7,204,0,1,170,175
Oman,52,0,4,0,1,170,105
Pakistan,776,5,46,2,1,170,150
Panama,200,1,63,0,1,170,18
Papua New Guinea,1,0,0,0,1,170,2
Paraguay,18,1,5,1,1,170,6
Peru,318,5,84,2,1,170,50
Philippines,307,19,77,1,1,170,166
Poland,536,5,111,0,1,170,72
Portugal,1280,12,260,6,1,170,8
Qatar,481,0,11,0,1,170,155
Romania,367,0,59,0,1,170,163
Russia,306,1,53,0,1,170,146
Rwanda,17,0,0,0,1,170,168
Saint Lucia,2,0,0,0,1,170,96
Saint Vincent and the Grenadines,1,0,0,0,1,170,176
San Marino,144,20,0,6,1,170,98
Saudi Arabia,392,0,48,0,1,170,148
Senegal,47,0,9,0,1,170,134
Serbia,171,1,36,0,1,170,159
Seychelles,7,0,0,0,1,170,27
Singapore,432,2,47,2,1,170,141
Slovakia,178,1,41,0,1,170,156
Slovenia,383,1,42,0,1,170,117
Somalia,1,0,0,0,1,170,57
South Africa,240,0,38,0,1,170,45
South Korea,8799,102,147,8,1,170,109
Spain,25374,1375,4964,332,1,170,86
Sri Lanka,77,0,4,0,1,170,79
Sudan,2,1,0,0,1,170,5
Suriname,4,0,0,0,1,170,183
Sweden,1763,20,124,4,1,170,67
Switzerland,6575,75,1281,21,1,170,85
