country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic,id_calendar,id
Honduras,2460,134,142,1,1,4,136
Hungary,3417,442,37,6,1,4,125
Iceland,1802,10,0,0,1,4,106
India,85784,2753,3787,104,1,4,35
Indonesia,16496,1076,490,33,1,4,186
Iran,116635,6902,2102,48,1,4,15
Iraq,3193,117,50,2,1,4,21
Ireland,23956,1518,129,12,1,4,154
Israel,16589,266,10,1,1,4,97
Italy,223885,31610,789,242,1,4,135
Jamaica,511,9,2,0,1,4,49
Japan,16148,760,52,18,1,4,127
Jordan,596,9,10,0,1,4,75
Kazakhstan,5689,34,118,2,1,4,7
Kenya,781,45,23,3,1,4,84
Kosovo,944,29,0,0,1,4,151
Kuwait,12860,96,885,8,1,4,73
Kyrgyzstan,1111,14,29,2,1,4,161
Laos,19,0,0,0,1,4,23
Latvia,970,19,8,0,1,4,13
Lebanon,891,26,5,0,1,4,87
Lesotho,1,0,0,0,1,4,119
Liberia,219,20,4,0,1,4,93
Libya,64,3,0,0,1,4,63
Liechtenstein,82,1,0,0,1,4,71
Lithuania,1523,54,12,0,1,4,158
Luxembourg,3923,104,8,1,1,4,114
Madagascar,238,0,8,0,1,4,60
Malawi,63,3,0,0,1,4,69
Malaysia,6855,112,36,0,1,4,104
Maldives,1031,4,49,0,1,4,37
Mali,806,46,27,0,1,4,17
Malta,532,6,10,0,1,4,147
Mauritania,29,3,9,1,1,4,95
Mauritius,332,10,0,0,1,4,130
Mexico,45032,4767,2437,290,1,4,180
Moldova,5745,202,192,8,1,4,128
Monaco,96,4,0,0,1,4,113
Mongolia,98,0,0,0,1,4,14
Montenegro,324,9,0,0,1,4,185
Morocco,6652,190,45,0,1,4,16
Mozambique,119,0,4,0,1,4,111
Namibia,16,0,0,0,1,4,41
Nepal,267,0,18,0,1,4,24
Netherlands,43874,5662,200,53,1,4,149
New Zealand,1498,21,0,0,1,4,132
Nicaragua,25,8,0,0,1,4,174
Niger,885,51,9,1,1,4,165
Nigeria,5450,171,288,4,1,4,74
North Macedonia,1740,97,17,2,1,4,44
Norway,8219,232,23,0,1,4,175
Oman,4625,20,284,2,1,4,105
Pakistan,38799,834,0,0,1,4,150
Panama,9268,266,150,6,1,4,18
Papua New Guinea,8,0,0,0,1,4,2
Paraguay,759,11,5,0,1,4,6
Peru,84495,2392,3891,125,1,4,50
Philippines,12091,806,215,16,1,4,166
Poland,18016,907,401,24,1,4,72
Portugal,28583,1190,264,6,1,4,8
Qatar,29425,14,1153,0,1,4,155
Romania,16437,1070,190,17,1,4,163
Russia,262843,2418,10598,113,1,4,146
Rwanda,287,0,0,0,1,4,168
Saint Kitts and Nevis,15,0,0,0,1,4,51
Saint Lucia,18,0,0,0,1,4,96
Saint Vincent and the Grenadines,17,0,0,0,1,4,176
San Marino,652,41,4,0,1,4,98
Sao Tome and Principe,235,7,0,0,1,4,59
Saudi Arabia,49176,292,2307,9,1,4,148
Senegal,2310,25,121,2,1,4,134
Serbia,10438,225,64,1,1,4,159
Seychelles,11,0,0,0,1,4,27
Sierra Leone,447,27,39,1,1,4,144
Singapore,26891,21,793,0,1,4,141
Slovakia,1480,27,3,0,1,4,156
Slovenia,1465,103,1,0,1,4,117
Somalia,1284,53,0,0,1,4,57
South Africa,13524,247,785,9,1,4,45
South Korea,11037,262,19,2,1,4,109
South Sudan,236,4,33,4,1,4,126
Spain,230183,27459,643,138,1,4,86
Sri Lanka,935,9,10,0,1,4,79
Sudan,1964,91,146,1,1,4,5
Suriname,10,1,0,0,1,4,183
Sweden,29207,3646,625,117,1,4,67
Switzerland,30514,1878,51,6,1,4,85
Syria,50,3,2,0,1,4,9
Taiwan*,440,7,0,0,1,4,65
Tajikistan,1118,33,211,4,1,4,100
Tanzania,509,21,0,0,1,4,28
Thailand,3025,56,7,0,1,4,61
Timor-Leste,24,0,0,0,1,4,81
Togo,263,11,25,0,1,4,164
Trinidad and Tobago,116,8,0,0,1,4,46
Tunisia,1035,45,3,0,1,4,77
Turkey,146457,4055,1708,48,1,4,39
US,1449027,88669,25300,1661,1,4,120
Uganda,203,0,43,0,1,4,182
Ukraine,17330,476,483,20,1,4,26
United Arab Emirates,21831,210,747,2,1,4,83
United Kingdom,227334,34108,2521,385,1,4,82
Uruguay,732,19,8,0,1,4,80
Uzbekistan,2686,11,41,0,1,4,170
Venezuela,459,10,4,0,1,4,92
Vietnam,314,0,2,0,1,4,66
West Bank and Gaza,375,2,0,0,1,4,68
Western Sahara,6,0,0,0,1,4,124
Yemen,106,15,21,3,1,4,53
Zambia,654,7,0,0,1,4,30
Zimbabwe,42,4,5,0,1,4,181
Afghanistan,6402,168,349,15,1,14,139
Albania,933,31,17,0,1,14,131
Algeria,6821,542,192,6,1,14,116
Andorra,761,51,0,2,1,14,70
Angola,48,2,0,0,1,14,3
Antigua and Barbuda,25,3,0,0,1,14,121
Argentina,7805,363,326,7,1,14,25
Armenia,4283,55,239,3,1,14,107
Australia,7044,98,9,0,1,14,99
Austria,16201,629,92,1,1,14,110
Azerbaijan,3138,36,158,0,1,14,90
Bahamas,96,11,0,0,1,14,10
Bahrain,6747,12,164,0,1,14,34
Bangladesh,20995,314,930,16,1,14,172
Barbados,86,7,1,0,1,14,173
Belarus,28681,160,951,4,1,14,129
Belgium,54989,9005,345,46,1,14,40
Belize,18,2,0,0,1,14,31
Benin,339,2,0,0,1,14,1
Bhutan,21,0,0,0,1,14,162
Bolivia,3826,165,249,1,1,14,145
Bosnia and Herzegovina,2267,129,31,1,1,14,160
Botswana,24,1,0,0,1,14,177
Brazil,233511,15662,13220,700,1,14,115
Brunei,141,1,0,0,1,14,88
Bulgaria,2175,105,37,3,1,14,76
Burkina Faso,782,51,2,0,1,14,94
Burma,182,6,0,0,1,14,171
Burundi,15,1,0,0,1,14,140
Cabo Verde,328,3,2,1,1,14,118
Cambodia,122,0,0,0,1,14,4
Cameroon,3105,140,0,0,1,14,102
Canada,77192,5799,1247,121,1,14,36
Central African Republic,327,0,26,0,1,14,48
Chad,474,50,46,2,1,14,58
Chile,50016,421,5485,27,1,14,22
China,84044,4638,6,1,1,14,153
Colombia,14939,562,723,16,1,14,123
Comoros,11,1,0,0,1,14,43
Congo (Brazzaville),391,15,0,0,1,14,33
Congo (Kinshasa),1455,61,157,11,1,14,169
Costa Rica,853,10,10,1,1,14,64
Cote d'Ivoire,2061,25,44,1,1,14,167
Croatia,2224,95,2,0,1,14,78
Cuba,1862,79,22,0,1,14,91
Cyprus,914,17,4,0,1,14,103
Czechia,8455,296,49,1,1,14,142
Denmark,11045,543,67,6,1,14,178
Djibouti,1331,4,22,0,1,14,89
Dominica,16,0,0,0,1,14,187
Dominican Republic,12110,428,371,4,1,14,179
Ecuador,32763,2688,1296,94,1,14,122
Egypt,11719,612,491,20,1,14,143
El Salvador,1265,26,55,1,1,14,112
Equatorial Guinea,594,7,0,0,1,14,62
Eritrea,39,0,0,0,1,14,54
Estonia,1770,63,4,0,1,14,101
Eswatini,202,2,12,0,1,14,133
Ethiopia,306,5,19,0,1,14,137
Fiji,18,0,0,0,1,14,55
Finland,6286,297,58,4,1,14,42
France,179630,27532,0,0,1,14,157
Gabon,1320,11,111,1,1,14,108
Gambia,23,1,0,0,1,14,152
Georgia,683,12,12,0,1,14,47
Germany,175752,7938,519,41,1,14,52
Ghana,5735,29,97,1,1,14,29
Greece,2819,162,9,2,1,14,12
Greenland,11,0,0,0,1,14,184
Grenada,22,0,0,0,1,14,11
Guatemala,1763,33,120,3,1,14,20
Guinea,2658,16,185,1,1,14,56
Guinea-Bissau,969,4,56,1,1,14,38
Guyana,117,10,1,0,1,14,19
Haiti,358,20,48,0,1,14,138
Holy See,12,0,0,0,1,14,32
Honduras,2565,138,105,4,1,14,136
Hungary,3473,448,56,6,1,14,125
Iceland,1802,10,0,0,1,14,106
India,90648,2871,4864,118,1,14,35
Indonesia,17025,1089,529,13,1,14,186
Iran,118392,6937,1757,35,1,14,15
Iraq,3260,121,67,4,1,14,21
Ireland,24048,1533,92,15,1,14,154
Israel,16608,268,19,2,1,14,97
Italy,224760,31763,875,153,1,14,135
Jamaica,517,9,6,0,1,14,49
Japan,16202,778,54,18,1,14,127
Jordan,607,9,11,0,1,14,75
Kazakhstan,5850,34,161,0,1,14,7
Kenya,830,50,49,5,1,14,84
Kosovo,944,29,0,0,1,14,151
Kuwait,13802,107,942,11,1,14,73
Kyrgyzstan,1117,14,6,0,1,14,161
Laos,19,0,0,0,1,14,23
Latvia,997,19,27,0,1,14,13
Lebanon,902,26,11,0,1,14,87
Lesotho,1,0,0,0,1,14,119
Liberia,223,20,4,0,1,14,93
Libya,65,3,1,0,1,14,63
Liechtenstein,82,1,0,0,1,14,71
Lithuania,1534,55,11,1,1,14,158
Luxembourg,3930,104,7,0,1,14,114
Madagascar,283,0,45,0,1,14,60
Malawi,65,3,2,0,1,14,69
Malaysia,6872,113,17,1,1,14,104
Maldives,1078,4,47,0,1,14,37
Mali,835,48,29,2,1,14,17
Malta,546,6,14,0,1,14,147
Mauritania,40,4,11,1,1,14,95
Mauritius,332,10,0,0,1,14,130
Mexico,47144,5045,2112,278,1,14,180
Moldova,5934,207,189,5,1,14,128
Monaco,96,4,0,0,1,14,113
Mongolia,135,0,37,0,1,14,14
Montenegro,324,9,0,0,1,14,185
Morocco,6741,192,89,2,1,14,16
Mozambique,129,0,10,0,1,14,111
Namibia,16,0,0,0,1,14,41
Nepal,291,1,24,1,1,14,24
Netherlands,44064,5689,190,27,1,14,149
New Zealand,1499,21,1,0,1,14,132
Nicaragua,25,8,0,0,1,14,174
Niger,889,51,4,0,1,14,165
Nigeria,5621,176,171,5,1,14,74
North Macedonia,1762,98,22,1,1,14,44
Norway,8237,232,18,0,1,14,175
Oman,5029,21,404,1,1,14,105
Pakistan,40151,873,1352,39,1,14,150
Panama,9449,269,181,3,1,14,18
Papua New Guinea,8,0,0,0,1,14,2
Paraguay,778,11,19,0,1,14,6
Peru,88541,2523,4046,131,1,14,50
Philippines,12305,817,214,11,1,14,166
Poland,18257,915,241,8,1,14,72
Portugal,28810,1203,227,13,1,14,8
Qatar,30972,15,1547,1,1,14,155
Romania,16704,1094,267,24,1,14,163
Russia,272043,2537,9200,119,1,14,146
Rwanda,289,0,2,0,1,14,168
Saint Kitts and Nevis,15,0,0,0,1,14,51
Saint Lucia,18,0,0,0,1,14,96
Saint Vincent and the Grenadines,17,0,0,0,1,14,176
San Marino,653,41,1,0,1,14,98
Sao Tome and Principe,235,7,0,0,1,14,59
Saudi Arabia,52016,302,2840,10,1,14,148
Senegal,2429,25,119,0,1,14,134
Serbia,10496,228,58,3,1,14,159
Seychelles,11,0,0,0,1,14,27
Sierra Leone,462,29,15,2,1,14,144
Singapore,27356,22,465,1,1,14,141
Slovakia,1493,28,13,1,1,14,156
Slovenia,1465,103,0,0,1,14,117
Somalia,1357,55,73,2,1,14,57
South Africa,14355,261,831,14,1,14,45
South Korea,11050,262,13,0,1,14,109
South Sudan,236,4,0,0,1,14,126
Spain,230698,27563,515,104,1,14,86
Sri Lanka,960,9,25,0,1,14,79
Sudan,2289,97,325,6,1,14,5
Suriname,10,1,0,0,1,14,183
Sweden,29677,3674,470,28,1,14,67
Switzerland,30572,1879,58,1,1,14,85
Syria,51,3,1,0,1,14,9
Taiwan*,440,7,0,0,1,14,65
Tajikistan,1322,36,204,3,1,14,100
Tanzania,509,21,0,0,1,14,28
Thailand,3025,56,0,0,1,14,61
Timor-Leste,24,0,0,0,1,14,81
Togo,298,11,35,0,1,14,164
Trinidad and Tobago,116,8,0,0,1,14,46
Tunisia,1037,45,2,0,1,14,77
Turkey,148067,4096,1610,41,1,14,39
US,1474128,89892,25101,1223,1,14,120
Uganda,227,0,24,0,1,14,182
Ukraine,17858,497,528,21,1,14,26
United Arab Emirates,22627,214,796,4,1,14,83
United Kingdom,229406,34588,2072,480,1,14,82
Uruguay,733,19,1,0,1,14,80
Uzbekistan,2738,11,52,0,1,14,170
Venezuela,504,10,45,0,1,14,92
Vietnam,318,0,4,0,1,14,66
West Bank and Gaza,376,2,1,0,1,14,68
Western Sahara,6,0,0,0,1,14,124
Yemen,122,18,16,3,1,14,53
Zambia,679,7,25,0,1,14,30
Zimbabwe,42,4,0,0,1,14,181
Afghanistan,6664,169,262,1,1,16,139
Albania,946,31,13,0,1,16,131
Algeria,7019,548,198,6,1,16,116
Andorra,761,51,0,0,1,16,70
Angola,48,2,0,0,1,16,3
Antigua and Barbuda,25,3,0,0,1,16,121
Argentina,8068,373,263,10,1,16,25
Armenia,4472,60,189,5,1,16,107
Australia,7054,99,10,1,1,16,99
Austria,16242,629,41,0,1,16,110
Azerbaijan,3274,39,136,3,1,16,90
Bahamas,96,11,0,0,1,16,10
Bahrain,6956,12,209,0,1,16,34
Bangladesh,22268,328,1273,14,1,16,172
Barbados,88,7,2,0,1,16,173
Belarus,29650,165,969,5,1,16,129
Belgium,55280,9052,291,47,1,16,40
Belize,18,2,0,0,1,16,31
Benin,339,2,0,0,1,16,1
Bhutan,21,0,0,0,1,16,162
Bolivia,4088,169,262,4,1,16,145
Bosnia and Herzegovina,2290,133,23,4,1,16,160
Botswana,25,1,1,0,1,16,177
Brazil,241080,16118,7569,456,1,16,115
Brunei,141,1,0,0,1,16,88
Bulgaria,2211,108,36,3,1,16,76
Burkina Faso,796,51,14,0,1,16,94
Burma,184,6,2,0,1,16,171
Burundi,23,1,8,0,1,16,140
Cabo Verde,328,3,0,0,1,16,118
Cambodia,122,0,0,0,1,16,4
Cameroon,3105,140,0,0,1,16,102
Canada,78318,5902,1126,103,1,16,36
Central African Republic,327,0,0,0,1,16,48
Chad,503,53,29,3,1,16,58
Chile,52369,450,2353,29,1,16,22
China,84054,4638,10,0,1,16,153
Colombia,15574,574,635,12,1,16,123
Comoros,11,1,0,0,1,16,43
Congo (Brazzaville),391,15,0,0,1,16,33
Congo (Kinshasa),1455,61,0,0,1,16,169
Costa Rica,863,10,10,0,1,16,64
Cote d'Ivoire,2109,27,48,2,1,16,167
Croatia,2226,95,2,0,1,16,78
Cuba,1872,79,10,0,1,16,91
Cyprus,916,17,2,0,1,16,103
Czechia,8475,298,20,2,1,16,142
Denmark,11114,547,69,4,1,16,178
Djibouti,1401,4,70,0,1,16,89
Dominica,16,0,0,0,1,16,187
Dominican Republic,12314,428,204,0,1,16,179
Ecuador,33182,2736,419,48,1,16,122
Egypt,12229,630,510,18,1,16,143
El Salvador,1338,30,73,4,1,16,112
Equatorial Guinea,594,7,0,0,1,16,62
Eritrea,39,0,0,0,1,16,54
Estonia,1774,63,4,0,1,16,101
Eswatini,203,2,1,0,1,16,133
Ethiopia,317,5,11,0,1,16,137
Fiji,18,0,0,0,1,16,55
Finland,6347,298,61,1,1,16,42
France,179693,28111,63,579,1,16,157
Gabon,1320,11,0,0,1,16,108
Gambia,23,1,0,0,1,16,152
Georgia,695,12,12,0,1,16,47
Germany,176369,7962,617,24,1,16,52
Ghana,5735,29,0,0,1,16,29
Greece,2834,163,15,1,1,16,12
Greenland,11,0,0,0,1,16,184
Grenada,22,0,0,0,1,16,11
Guatemala,1763,33,0,0,1,16,20
Guinea,2658,16,0,0,1,16,56
Guinea-Bissau,990,4,21,0,1,16,38
Guyana,117,10,0,0,1,16,19
Haiti,456,20,98,0,1,16,138
Holy See,12,0,0,0,1,16,32
Honduras,2646,142,81,4,1,16,136
Hungary,3509,451,36,3,1,16,125
Iceland,1802,10,0,0,1,16,106
India,95698,3025,5050,154,1,16,35
Indonesia,17514,1148,489,59,1,16,186
Iran,120198,6988,1806,51,1,16,15
Iraq,3404,123,144,2,1,16,21
Ireland,24112,1543,64,10,1,16,154
Israel,16617,272,9,4,1,16,97
Italy,225435,31908,675,145,1,16,135
Jamaica,520,9,3,0,1,16,49
Japan,16226,787,24,9,1,16,127
Jordan,613,9,6,0,1,16,75
Kazakhstan,6157,34,307,0,1,16,7
Kenya,887,50,57,0,1,16,84
Kosovo,955,29,11,0,1,16,151
Kuwait,14850,112,1048,5,1,16,73
Kyrgyzstan,1138,14,21,0,1,16,161
Laos,19,0,0,0,1,16,23
Latvia,1008,19,11,0,1,16,13
Lebanon,911,26,9,0,1,16,87
Lesotho,1,0,0,0,1,16,119
Liberia,226,21,3,1,1,16,93
Libya,65,3,0,0,1,16,63
Liechtenstein,82,1,0,0,1,16,71
Lithuania,1541,56,7,1,1,16,158
Luxembourg,3945,107,15,3,1,16,114
Madagascar,304,1,21,1,1,16,60
Malawi,70,3,5,0,1,16,69
Malaysia,6894,113,22,0,1,16,104
Maldives,1094,4,16,0,1,16,37
Mali,860,52,25,4,1,16,17
Malta,553,6,7,0,1,16,147
Mauritania,62,4,22,0,1,16,95
Mauritius,332,10,0,0,1,16,130
Mexico,49219,5177,2075,132,1,16,180
Moldova,6060,211,126,4,1,16,128
Monaco,96,4,0,0,1,16,113
Mongolia,136,0,1,0,1,16,14
Montenegro,324,9,0,0,1,16,185
Morocco,6870,192,129,0,1,16,16
Mozambique,137,0,8,0,1,16,111
Namibia,16,0,0,0,1,16,41
Nepal,295,2,4,1,1,16,24
Netherlands,44189,5699,125,10,1,16,149
New Zealand,1499,21,0,0,1,16,132
Nicaragua,25,8,0,0,1,16,174
Niger,904,54,15,3,1,16,165
Nigeria,5959,182,338,6,1,16,74
North Macedonia,1792,101,30,3,1,16,44
Norway,8249,232,12,0,1,16,175
Oman,5186,22,157,1,1,16,105
Pakistan,42125,903,1974,30,1,16,150
Panama,9606,275,157,6,1,16,18
Papua New Guinea,8,0,0,0,1,16,2
Paraguay,786,11,8,0,1,16,6
Peru,92273,2648,3732,125,1,16,50
Philippines,12513,824,208,7,1,16,166
Poland,18529,925,272,10,1,16,72
Portugal,29036,1218,226,15,1,16,8
Qatar,32604,15,1632,0,1,16,155
Romania,16871,1107,167,13,1,16,163
Russia,281752,2631,9709,94,1,16,146
Rwanda,292,0,3,0,1,16,168
Saint Kitts and Nevis,15,0,0,0,1,16,51
Saint Lucia,18,0,0,0,1,16,96
Saint Vincent and the Grenadines,17,0,0,0,1,16,176
San Marino,654,41,1,0,1,16,98
Sao Tome and Principe,235,7,0,0,1,16,59
Saudi Arabia,54752,312,2736,10,1,16,148
Senegal,2480,25,51,0,1,16,134
Serbia,10610,230,114,2,1,16,159
Seychelles,11,0,0,0,1,16,27
Sierra Leone,505,32,43,3,1,16,144
Singapore,28038,22,682,0,1,16,141
Slovakia,1494,28,1,0,1,16,156
Slovenia,1466,104,1,1,1,16,117
Somalia,1421,56,64,1,1,16,57
South Africa,15515,264,1160,3,1,16,45
South Korea,11065,263,15,1,1,16,109
South Sudan,290,4,54,0,1,16,126
Spain,230698,27563,0,0,1,16,86
Sri Lanka,981,9,21,0,1,16,79
Sudan,2289,97,0,0,1,16,5
Suriname,10,1,0,0,1,16,183
Sweden,30143,3679,466,5,1,16,67
Switzerland,30587,1881,15,2,1,16,85
Syria,58,3,7,0,1,16,9
Taiwan*,440,7,0,0,1,16,65
Tajikistan,1524,39,202,3,1,16,100
Tanzania,509,21,0,0,1,16,28
Thailand,3028,56,3,0,1,16,61
Timor-Leste,24,0,0,0,1,16,81
Togo,301,11,3,0,1,16,164
Trinidad and Tobago,116,8,0,0,1,16,46
Tunisia,1037,45,0,0,1,16,77
Turkey,149435,4140,1368,44,1,16,39
US,1493132,90644,19004,752,1,16,120
Uganda,227,0,0,0,1,16,182
Ukraine,18291,514,433,17,1,16,26
United Arab Emirates,23358,220,731,6,1,16,83
United Kingdom,231232,34758,1826,170,1,16,82
Uruguay,734,20,1,1,1,16,80
Uzbekistan,2753,12,15,1,1,16,170
Venezuela,541,10,37,0,1,16,92
Vietnam,320,0,2,0,1,16,66
West Bank and Gaza,381,2,5,0,1,16,68
Western Sahara,6,0,0,0,1,16,124
Yemen,128,20,6,2,1,16,53
Zambia,753,7,74,0,1,16,30
Zimbabwe,44,4,2,0,1,16,181
Afghanistan,7072,173,408,4,1,10,139
Albania,948,31,2,0,1,10,131
Algeria,7201,555,182,7,1,10,116
Andorra,761,51,0,0,1,10,70
Angola,50,3,2,1,1,10,3
Antigua and Barbuda,25,3,0,0,1,10,121
Argentina,8371,382,303,9,1,10,25
Armenia,4823,61,351,1,1,10,107
Australia,7068,99,14,0,1,10,99
Austria,16269,629,27,0,1,10,110
Azerbaijan,3387,40,113,1,1,10,90
Bahamas,96,11,0,0,1,10,10
Bahrain,7184,12,228,0,1,10,34
Bangladesh,23870,349,1602,21,1,10,172
Barbados,88,7,0,0,1,10,173
Belarus,30572,171,922,6,1,10,129
Belgium,55559,9080,279,28,1,10,40
Belize,18,2,0,0,1,10,31
Benin,339,2,0,0,1,10,1
Bhutan,21,0,0,0,1,10,162
Bolivia,4263,174,175,5,1,10,145
Bosnia and Herzegovina,2304,133,14,0,1,10,160
Botswana,25,1,0,0,1,10,177
Brazil,255368,16853,14288,735,1,10,115
Brunei,141,1,0,0,1,10,88
Bulgaria,2235,110,24,2,1,10,76
Burkina Faso,796,51,0,0,1,10,94
Burma,191,6,7,0,1,10,171
Burundi,42,1,19,0,1,10,140
Cabo Verde,328,3,0,0,1,10,118
Cambodia,122,0,0,0,1,10,4
Cameroon,3529,140,424,0,1,10,102
Canada,79397,5959,1079,57,1,10,36
Central African Republic,327,0,0,0,1,10,48
Chad,519,53,16,0,1,10,58
Chile,54647,478,2278,28,1,10,22
China,84063,4638,9,0,1,10,153
Colombia,16295,592,721,18,1,10,123
Comoros,11,1,0,0,1,10,43
Congo (Brazzaville),412,15,21,0,1,10,33
Congo (Kinshasa),1538,61,83,0,1,10,169
Costa Rica,866,10,3,0,1,10,64
Cote d'Ivoire,2119,28,10,1,1,10,167
Croatia,2228,95,2,0,1,10,78
Cuba,1881,79,9,0,1,10,91
Cyprus,917,17,1,0,1,10,103
Czechia,8586,297,111,-1,1,10,142
Denmark,11155,548,41,1,1,10,178
Djibouti,1518,7,117,3,1,10,89
Dominica,16,0,0,0,1,10,187
Dominican Republic,12725,434,411,6,1,10,179
Ecuador,33582,2799,400,63,1,10,122
Egypt,12764,645,535,15,1,10,143
El Salvador,1413,30,75,0,1,10,112
Equatorial Guinea,719,7,125,0,1,10,62
Eritrea,39,0,0,0,1,10,54
Estonia,1784,64,10,1,1,10,101
Eswatini,205,2,2,0,1,10,133
Ethiopia,352,5,35,0,1,10,137
Fiji,18,0,0,0,1,10,55
Finland,6380,300,33,2,1,10,42
France,180051,28242,358,131,1,10,157
Gabon,1432,11,112,0,1,10,108
Gambia,24,1,1,0,1,10,152
Georgia,701,12,6,0,1,10,47
Germany,176551,8003,182,41,1,10,52
Ghana,5735,29,0,0,1,10,29
Greece,2836,165,2,2,1,10,12
Greenland,11,0,0,0,1,10,184
Grenada,22,0,0,0,1,10,11
Guatemala,1912,35,149,2,1,10,20
Guinea,2796,16,138,0,1,10,56
Guinea-Bissau,1032,4,42,0,1,10,38
Guyana,124,10,7,0,1,10,19
Haiti,533,21,77,1,1,10,138
Holy See,12,0,0,0,1,10,32
Honduras,2798,146,152,4,1,10,136
Hungary,3535,462,26,11,1,10,125
Iceland,1802,10,0,0,1,10,106
India,100328,3156,4630,131,1,10,35
Indonesia,18010,1191,496,43,1,10,186
Iran,122492,7057,2294,69,1,10,15
Iraq,3554,127,150,4,1,10,21
Ireland,24200,1547,88,4,1,10,154
Israel,16643,276,26,4,1,10,97
Italy,225886,32007,451,99,1,10,135
Jamaica,520,9,0,0,1,10,49
Japan,16259,796,33,9,1,10,127
Jordan,629,9,16,0,1,10,75
Kazakhstan,6751,35,594,1,1,10,7
Kenya,912,50,25,0,1,10,84
Kosovo,955,29,0,0,1,10,151
Kuwait,15691,118,841,6,1,10,73
Kyrgyzstan,1216,14,78,0,1,10,161
Laos,19,0,0,0,1,10,23
Latvia,1009,19,1,0,1,10,13
Lebanon,931,26,20,0,1,10,87
Lesotho,1,0,0,0,1,10,119
Liberia,229,22,3,1,1,10,93
Libya,65,3,0,0,1,10,63
Liechtenstein,82,1,0,0,1,10,71
Lithuania,1547,59,6,3,1,10,158
Luxembourg,3947,107,2,0,1,10,114
Madagascar,322,1,18,0,1,10,60
Malawi,70,3,0,0,1,10,69
Malaysia,6941,113,47,0,1,10,104
Maldives,1106,4,12,0,1,10,37
Mali,874,52,14,0,1,10,17
Malta,558,6,5,0,1,10,147
Mauritania,81,4,19,0,1,10,95
Mauritius,332,10,0,0,1,10,130
Mexico,51633,5332,2414,155,1,10,180
Moldova,6138,217,78,6,1,10,128
Monaco,97,4,1,0,1,10,113
Mongolia,140,0,4,0,1,10,14
Montenegro,324,9,0,0,1,10,185
Morocco,6952,192,82,0,1,10,16
Mozambique,145,0,8,0,1,10,111
Namibia,16,0,0,0,1,10,41
Nepal,375,2,80,0,1,10,24
Netherlands,44335,5713,146,14,1,10,149
New Zealand,1499,21,0,0,1,10,132
Nicaragua,25,8,0,0,1,10,174
Niger,909,55,5,1,1,10,165
Nigeria,6175,191,216,9,1,10,74
North Macedonia,1817,104,25,3,1,10,44
Norway,8257,233,8,1,1,10,175
Oman,5379,25,193,3,1,10,105
Pakistan,43966,939,1841,36,1,10,150
Panama,9726,279,120,4,1,10,18
Papua New Guinea,8,0,0,0,1,10,2
Paraguay,788,11,2,0,1,10,6
Peru,94933,2789,2660,141,1,10,50
Philippines,12718,831,205,7,1,10,166
Poland,18885,936,356,11,1,10,72
Portugal,29209,1231,173,13,1,10,8
Qatar,33969,15,1365,0,1,10,155
Romania,17036,1120,165,13,1,10,163
Russia,290678,2722,8926,91,1,10,146
Rwanda,297,0,5,0,1,10,168
Saint Kitts and Nevis,15,0,0,0,1,10,51
Saint Lucia,18,0,0,0,1,10,96
Saint Vincent and the Grenadines,17,0,0,0,1,10,176
San Marino,654,41,0,0,1,10,98
Sao Tome and Principe,246,7,11,0,1,10,59
Saudi Arabia,57345,320,2593,8,1,10,148
Senegal,2544,26,64,1,1,10,134
Serbia,10699,231,89,1,1,10,159
Seychelles,11,0,0,0,1,10,27
Sierra Leone,519,33,14,1,1,10,144
Singapore,28343,22,305,0,1,10,141
Slovakia,1495,28,1,0,1,10,156
Slovenia,1466,104,0,0,1,10,117
Somalia,1455,57,34,1,1,10,57
South Africa,16433,286,918,22,1,10,45
South Korea,11078,263,13,0,1,10,109
South Sudan,290,4,0,0,1,10,126
Spain,231606,27709,908,146,1,10,86
Sri Lanka,992,9,11,0,1,10,79
Sudan,2591,105,302,8,1,10,5
Suriname,11,1,1,0,1,10,183
Sweden,30377,3698,234,19,1,10,67
Switzerland,30597,1886,10,5,1,10,85
Syria,58,3,0,0,1,10,9
Taiwan*,440,7,0,0,1,10,65
Tajikistan,1729,41,205,2,1,10,100
Tanzania,509,21,0,0,1,10,28
Thailand,3031,56,3,0,1,10,61
Timor-Leste,24,0,0,0,1,10,81
Togo,330,12,29,1,1,10,164
Trinidad and Tobago,116,8,0,0,1,10,46
Tunisia,1043,46,6,1,1,10,77
Turkey,150593,4171,1158,31,1,10,39
US,1514901,91414,21769,770,1,10,120
Uganda,248,0,21,0,1,10,182
Ukraine,18616,535,325,21,1,10,26
United Arab Emirates,24190,224,832,4,1,10,83
United Kingdom,233809,34918,2577,160,1,10,82
Uruguay,737,20,3,0,1,10,80
Uzbekistan,2791,13,38,1,1,10,170
Venezuela,618,10,77,0,1,10,92
Vietnam,324,0,4,0,1,10,66
West Bank and Gaza,388,2,7,0,1,10,68
Western Sahara,6,0,0,0,1,10,124
Yemen,130,20,2,0,1,10,53
Zambia,761,7,8,0,1,10,30
Zimbabwe,46,4,2,0,1,10,181
Afghanistan,7653,178,581,5,1,12,139
Albania,949,31,1,0,1,12,131
Algeria,7377,561,176,6,1,12,116
Andorra,761,51,0,0,1,12,70
Angola,52,3,2,0,1,12,3
